account_id,customer_id,account_type,currency,balance,opened_date,status
ACC_001042,CUST_00921,savings,GBP,6667.54,2022-04-26,closed
ACC_001043,CUST_00766,savings,EUR,5441.97,2025-06-16,active
ACC_001044,CUST_01378,checking,USD,1431.62,2023-02-27,suspended
ACC_001045,CUST_04797,savings,USD,6839.76,2021-07-19,active
ACC_001046,CUST_04309,savings,EUR,7522.65,2025-12-11,active
ACC_001047,CUST_02016,checking,USD,8958.44,2022-05-06,active
ACC_001048,CUST_02692,savings,EUR,9090.96,2025-07-02,suspended
ACC_001049,CUST_00999,checking,EUR,6429.3,2024-07-26,suspended
ACC_001050,CUST_00868,checking,GBP,1571.49,2021-12-17,active
ACC_001051,CUST_00664,checking,USD,411.85,2022-03-03,suspended
ACC_001052,CUST_03930,checking,USD,4318.72,2025-08-14,closed
ACC_001053,CUST_04867,savings,EUR,7758.41,2025-09-06,active
ACC_001054,CUST_03711,checking,USD,7565.11,31-02-2020,suspended
ACC_001055,CUST_04662,savings,GBP,5822.0,2023-07-08,active
ACC_001056,CUST_02317,checking,GBP,4890.32,2021-12-19,suspended
ACC_001057,CUST_00579,checking,GBP,10711.21,2024-09-07,unknown
ACC_001058,CUST_02090,savings,GBP,6722.1,2025-08-25,closed
ACC_001059,CUST_00730,savings,GBP,4738.18,2025-08-29,active
ACC_001060,CUST_03182,checking,EUR,3063.68,2022-05-17,suspended
ACC_001061,CUST_01262,savings,EUR,1974.18,2023-08-09,closed
ACC_001062,CUST_03541,checking,USD,1678.81,2024-08-19,suspended
ACC_001063,CUST_01075,checking,USD,1974.52,2022-10-10,active
ACC_001064,CUST_03010,savings,EUR,5842.86,2022-12-22,closed
ACC_001065,CUST_03179,checking,EUR,4945.79,2021-03-20,suspended
ACC_001066,CUST_04917,checking,GBP,4022.26,2023-07-27,closed
ACC_001067,CUST_03016,savings,EUR,7209.43,2022-06-26,suspended
ACC_001068,CUST_03489,savings,GBP,10427.52,2025-09-17,suspended
ACC_001069,CUST_02799,checking,USD,2529.96,2025-01-27,active
ACC_001070,CUST_01270,checking,USD,$2977.14,2021-06-01,suspended
ACC_001071,CUST_04298,savings,EUR,-1651.16,2021-03-16,closed
ACC_001072,CUST_03582,savings,EUR,4921.01,2021-04-14,closed
ACC_001073,CUST_01217,savings,USD,4617.14,31-02-2020,closed
ACC_001074,CUST_02036,checking,EUR,$7678.37,2025-06-14,suspended
ACC_001075,CUST_00390,savings,GBP,4739.56,2024-07-05,suspended
ACC_001076,CUST_00881,checking,EUR,3235.67,2024-07-08,active
ACC_001077,CUST_03806,checking,EUR,5578.06,2023-05-10,closed
ACC_001078,CUST_04796,savings,USD,6671.21,2022-03-14,active
ACC_001079,CUST_00933,checking,GBP,146.81,2025-05-19,unknown
ACC_001080,CUST_03219,savings,GBP,8020.67,2026-01-16,closed
ACC_001081,CUST_02438,checking,USD,8918.91,2022-12-29,suspended
ACC_001082,CUST_03727,checking,USD,6642.37,2021-11-28,closed
ACC_001083,CUST_02796,savings,GBP,2196.33,2024-11-24,active
ACC_001084,CUST_00640,checking,USD,4021.92,2024-09-09,active
ACC_001085,CUST_03553,savings,GBP,8548.62,2025-09-17,closed
ACC_001086,CUST_00955,savings,GBP,2065.34,2022-12-04,suspended
ACC_001087,CUST_03908,checking,USD,6885.93,2024-02-14,closed
ACC_001088,CUST_04930,checking,EUR,4847.68,2025-02-11,suspended
ACC_001089,CUST_02955,checking,EUR,5480.58,2022-10-17,active
ACC_001090,CUST_01024,savings,GBP,2492.69,2024-02-07,active
ACC_001091,CUST_00916,savings,USD,5991.99,2025-04-25,active
ACC_001092,CUST_00219,savings,EUR,5777.23,2026-01-25,suspended
ACC_001093,CUST_01189,savings,EUR,471.92,2024-09-22,suspended
ACC_001094,CUST_04412,savings,GBP,4986.67,2025-03-19,closed
ACC_001095,CUST_03796,savings,EUR,6841.69,2021-05-25,closed
ACC_001096,CUST_00178,savings,GBP,3844.15,2024-11-14,active
ACC_001097,CUST_03647,checking,EUR,-2343.19,2021-05-12,active
ACC_001098,CUST_03682,savings,GBP,4655.55,2025-12-06,closed
ACC_001099,CUST_04664,checking,GBP,9399.4,2023-10-15,closed
ACC_001100,CUST_00064,savings,USD,3966.59,2024-05-19,suspended
ACC_001101,CUST_03537,checking,EUR,9285.95,2024-08-15,suspended
ACC_001102,CUST_04740,checking,GBP,2562.93,2025-08-25,closed
ACC_001103,CUST_03274,checking,USD,1517.09,2024-05-30,suspended
ACC_001104,CUST_03996,savings,USD,4984.69,2025-09-04,active
ACC_001105,CUST_04327,savings,EUR,2532.26,2024-01-29,suspended
ACC_001106,CUST_02587,savings,EUR,5989.57,2021-06-02,suspended
ACC_001107,CUST_03417,checking,GBP,3882.29,2025-07-22,closed
ACC_001108,CUST_02840,checking,USD,9421.75,2025-01-01,closed
ACC_001109,CUST_00170,savings,EUR,3675.0,2022-03-17,suspended
ACC_001110,CUST_01574,checking,EUR,5269.21,2022-08-05,closed
ACC_001111,CUST_01901,savings,USD,6789.01,2021-03-06,suspended
ACC_001112,CUST_02778,checking,GBP,7868.95,31-02-2020,closed
ACC_001113,CUST_03197,checking,USD,9438.93,2023-06-14,suspended
ACC_001114,CUST_02951,checking,GBP,4295.41,2023-12-19,suspended
ACC_001115,CUST_01697,checking,USD,$3802.08,2024-03-21,suspended
ACC_001116,CUST_00706,checking,GBP,-741.75,2025-01-17,active
ACC_001117,CUST_01634,savings,USD,11125.13,2023-10-02,closed
ACC_001118,CUST_00826,checking,EUR,6082.89,2024-03-22,closed
ACC_001119,CUST_01922,savings,USD,7255.42,2023-09-15,active
ACC_001120,CUST_00148,checking,EUR,6667.19,2024-09-30,closed
ACC_001121,CUST_01299,savings,USD,5148.6,2023-04-08,active
ACC_001122,CUST_00521,checking,EUR,6051.06,2021-04-27,active
ACC_001123,CUST_01857,savings,USD,3321.01,2022-10-03,active
ACC_001124,CUST_03984,checking,EUR,4093.7,2024-07-06,closed
ACC_001125,CUST_00382,checking,GBP,2149.38,2024-02-14,suspended
ACC_001126,CUST_04222,savings,USD,9671.73,2025-02-26,active
ACC_001127,CUST_03586,checking,GBP,6684.44,2025-05-05,active
ACC_001128,CUST_04994,savings,USD,10928.52,2022-04-13,active
ACC_001129,CUST_04155,savings,GBP,11889.15,2025-12-25,suspended
ACC_001130,CUST_00967,savings,EUR,787.53,2022-06-04,active
ACC_001131,CUST_02393,checking,USD,7955.69,2021-07-06,closed
ACC_001132,CUST_00813,savings,USD,926.11,2022-10-27,closed
ACC_001133,CUST_02741,savings,GBP,5532.25,2025-06-29,active
ACC_001134,CUST_03597,checking,GBP,$5944.19,2024-04-12,active
ACC_001135,CUST_03880,checking,EUR,1138.5,2025-08-22,suspended
ACC_001136,CUST_01402,savings,EUR,2787.44,2025-12-20,closed
ACC_001137,CUST_03399,checking,USD,6081.05,2021-07-19,suspended
ACC_001138,CUST_02010,savings,USD,5528.9,2023-01-17,closed
ACC_001139,CUST_99999,savings,EUR,1944.89,2024-12-28,closed
ACC_001140,CUST_03353,checking,USD,2905.91,2021-03-31,suspended
ACC_001141,CUST_02963,savings,EUR,525.68,2021-11-25,active
ACC_001142,CUST_00081,savings,GBP,1391.23,2023-12-10,closed
ACC_001143,CUST_02578,checking,GBP,3885.74,2025-10-22,closed
ACC_001144,CUST_00503,checking,GBP,7962.36,2021-10-20,suspended
ACC_001145,CUST_01236,savings,USD,8342.7,2022-02-23,suspended
ACC_001146,CUST_04258,checking,EUR,10500.31,2025-01-14,closed
ACC_001147,CUST_04535,checking,USD,6272.79,2024-05-08,suspended
ACC_001148,CUST_02569,checking,GBP,5564.85,2025-03-02,closed
ACC_001149,CUST_04323,savings,USD,6485.44,2024-04-01,closed
ACC_001150,CUST_03655,savings,USD,6456.67,2024-02-13,suspended
ACC_001151,CUST_03622,checking,USD,150.46,2024-02-21,closed
ACC_001152,CUST_01616,checking,GBP,10666.62,2026-02-07,active
ACC_001153,CUST_04402,checking,EUR,-792.82,2025-12-06,suspended
ACC_001154,CUST_01032,checking,GBP,$8446.29,2025-07-17,active
ACC_001155,CUST_99999,checking,USD,5169.16,2023-11-06,closed
ACC_001156,CUST_01310,savings,GBP,1731.51,2022-05-28,suspended
ACC_001157,CUST_04853,checking,GBP,6594.12,2021-05-02,closed
ACC_001158,CUST_03463,savings,USD,4645.58,2022-12-05,active
ACC_001159,CUST_03055,checking,USD,2952.39,2024-06-05,suspended
ACC_001160,CUST_02903,savings,GBP,855.57,2022-06-07,suspended
ACC_001161,CUST_01021,checking,EUR,603.48,2021-06-25,suspended
ACC_001162,CUST_00042,checking,EUR,3167.27,2025-07-29,active
ACC_001163,CUST_04764,savings,EUR,3839.04,2024-03-15,closed
ACC_001164,CUST_02330,savings,USD,1368.37,2021-05-24,closed
ACC_001165,CUST_04257,savings,GBP,5115.44,2023-04-07,closed
ACC_001166,CUST_04230,savings,EUR,1795.59,2021-09-03,closed
ACC_001167,CUST_00802,savings,USD,6080.66,2023-04-10,closed
ACC_001168,CUST_99999,savings,GBP,8694.14,2023-02-21,active
ACC_001169,CUST_03480,savings,EUR,5868.12,2025-05-20,active
ACC_001170,CUST_03654,savings,EUR,4718.5,2023-03-21,suspended
ACC_001171,CUST_04311,checking,USD,3395.31,2023-09-29,suspended
ACC_001172,CUST_04251,checking,EUR,9338.3,2021-03-22,suspended
ACC_001173,CUST_04086,checking,EUR,4419.45,2021-06-26,suspended
ACC_001174,CUST_04010,checking,GBP,12470.67,2022-02-13,active
ACC_001175,CUST_04143,savings,EUR,1450.89,2022-04-05,suspended
ACC_001176,CUST_03749,savings,USD,5869.72,2021-12-17,suspended
ACC_001177,CUST_04334,savings,USD,9238.17,2022-06-27,active
ACC_001178,CUST_03730,checking,GBP,2929.59,2022-01-18,suspended
ACC_001179,CUST_01284,checking,GBP,4291.63,2024-07-03,suspended
ACC_001180,CUST_03347,savings,GBP,6878.44,2025-04-16,closed
ACC_001181,CUST_04683,checking,GBP,6163.67,2021-09-15,suspended
ACC_001182,CUST_01255,savings,EUR,6679.1,2022-12-31,closed
ACC_001183,CUST_03067,checking,EUR,8480.78,2024-08-18,closed
ACC_001184,CUST_00229,savings,GBP,$3959.74,2021-05-05,suspended
ACC_001185,CUST_03455,savings,EUR,9311.08,2024-02-15,closed
ACC_001186,CUST_01766,savings,USD,-160.04,2024-09-28,closed
ACC_001187,CUST_00017,savings,USD,8232.31,2024-12-30,closed
ACC_001188,CUST_00553,savings,EUR,8441.62,2025-07-23,closed
ACC_001189,CUST_04694,checking,USD,2676.59,2021-05-06,closed
ACC_001190,CUST_02767,checking,EUR,648.09,2024-03-06,suspended
ACC_001191,CUST_04961,savings,GBP,4303.5,2021-07-14,suspended
ACC_001192,CUST_03775,checking,USD,6211.41,2025-12-24,closed
ACC_001193,CUST_01220,checking,GBP,3994.7,2024-03-25,suspended
ACC_001194,CUST_03355,checking,GBP,6505.83,2024-12-08,closed
ACC_001195,CUST_02777,savings,USD,10813.23,2025-03-27,closed
ACC_001196,CUST_02272,savings,GBP,905.86,2023-06-11,suspended
ACC_001197,CUST_00203,checking,USD,-862.32,2022-04-05,suspended
ACC_001198,CUST_01014,savings,GBP,4792.11,2023-04-04,suspended
ACC_001199,CUST_04438,savings,USD,2959.49,2021-10-10,suspended
ACC_001200,CUST_01551,checking,USD,3559.06,2024-08-29,active
ACC_001201,CUST_00985,savings,GBP,8800.74,2023-11-18,closed
ACC_001202,CUST_01685,savings,USD,4638.15,2025-08-04,suspended
ACC_001203,CUST_03639,savings,USD,4913.01,2025-10-03,suspended
ACC_001204,CUST_02624,checking,USD,3689.61,2021-12-17,active
ACC_001205,CUST_04026,savings,EUR,4883.6,2022-11-13,closed
ACC_001206,CUST_01478,checking,GBP,5805.5,2022-06-06,suspended
ACC_001207,CUST_02599,checking,EUR,13353.76,31-02-2020,active
ACC_001208,CUST_00939,savings,USD,5838.97,2024-07-03,active
ACC_001209,CUST_02337,savings,GBP,$8488.09,2021-03-07,closed
ACC_001210,CUST_00734,savings,EUR,5559.2,2023-03-23,closed
ACC_001211,CUST_01386,savings,USD,-1083.37,2024-02-05,closed
ACC_001212,CUST_01486,savings,USD,3298.78,2024-03-22,active
ACC_001213,CUST_02441,checking,GBP,5836.73,2024-12-27,closed
ACC_001214,CUST_01167,checking,EUR,7170.24,2021-12-09,closed
ACC_001215,CUST_03076,savings,GBP,5630.69,2024-08-12,active
ACC_001216,CUST_01962,savings,EUR,7761.05,2022-08-22,suspended
ACC_001217,CUST_04132,checking,GBP,620.05,2024-01-04,closed
ACC_001218,CUST_00496,checking,EUR,5146.38,2026-01-23,suspended
ACC_001219,CUST_03334,savings,EUR,8983.89,2024-01-20,active
ACC_001220,CUST_03338,savings,GBP,2085.32,2023-01-04,closed
ACC_001221,CUST_04538,savings,GBP,8361.77,2024-06-20,suspended
ACC_001222,CUST_01028,checking,USD,8206.72,2022-03-11,closed
ACC_001223,CUST_03653,savings,USD,1288.93,2023-07-15,suspended
ACC_001224,CUST_01666,savings,EUR,6013.64,2025-01-18,suspended
ACC_001225,CUST_01377,savings,USD,5476.44,2025-02-05,closed
ACC_001226,CUST_04547,checking,GBP,4470.91,2025-05-14,active
ACC_001227,CUST_03806,checking,USD,419.33,31-02-2020,active
ACC_001228,CUST_00004,savings,EUR,4210.82,2025-04-29,closed
ACC_001229,CUST_04897,checking,USD,4531.11,2025-03-03,closed
ACC_001230,CUST_02878,savings,USD,-94.9,2021-06-21,suspended
ACC_001231,CUST_02304,savings,GBP,1084.55,2022-03-01,suspended
ACC_001232,CUST_04375,savings,EUR,2219.01,2022-08-16,active
ACC_001233,CUST_03238,savings,GBP,1855.16,2022-05-11,suspended
ACC_001234,CUST_04558,checking,EUR,$5978.81,2022-03-27,active
ACC_001235,CUST_04135,checking,USD,7734.53,2023-01-03,closed
ACC_001236,CUST_02141,checking,EUR,4068.37,2021-11-22,active
ACC_001237,CUST_02634,checking,GBP,7298.87,2022-11-15,closed
ACC_001238,CUST_04911,checking,GBP,7857.47,2025-02-09,suspended
ACC_001239,CUST_01095,savings,USD,4744.12,2022-08-31,closed
ACC_001240,CUST_00035,savings,USD,6224.13,31-02-2020,active
ACC_001241,CUST_03384,checking,EUR,4329.96,2022-10-25,suspended
ACC_001242,CUST_00664,savings,USD,1631.51,2025-02-25,active
ACC_001243,CUST_03646,savings,EUR,2759.72,2024-10-14,closed
ACC_001244,CUST_04925,checking,EUR,5978.44,2022-06-09,active
ACC_001245,CUST_00069,savings,EUR,4636.01,2021-09-21,closed
ACC_001246,CUST_01580,checking,GBP,7211.52,2021-04-10,active
ACC_001247,CUST_00162,checking,USD,-660.96,2022-05-25,suspended
ACC_001248,CUST_02931,savings,GBP,60.29,2024-04-26,suspended
ACC_001249,CUST_02483,savings,GBP,415.33,2025-02-22,closed
ACC_001250,CUST_02973,savings,EUR,5499.96,2025-06-19,closed
ACC_001251,CUST_04964,savings,GBP,865.69,2023-11-22,active
ACC_001252,CUST_03244,savings,EUR,5960.39,31-02-2020,suspended
ACC_001253,CUST_04098,checking,GBP,7259.03,2023-10-27,suspended
ACC_001254,CUST_01587,savings,GBP,9548.75,2021-08-16,suspended
ACC_001255,CUST_01050,savings,GBP,9217.72,2024-03-15,closed
ACC_001256,CUST_04668,savings,USD,2913.74,2025-07-10,suspended
ACC_001257,CUST_02247,savings,USD,-8.91,2025-07-08,active
ACC_001258,CUST_04365,checking,USD,3104.17,2025-07-03,suspended
ACC_001259,CUST_03718,savings,EUR,$7930.51,2023-10-16,suspended
ACC_001260,CUST_00424,checking,EUR,3830.93,2025-09-07,closed
ACC_001261,CUST_99999,savings,USD,4927.04,2023-08-25,suspended
ACC_001262,CUST_03822,checking,EUR,3328.52,2026-01-21,suspended
ACC_001263,CUST_00356,savings,GBP,9743.61,2023-04-09,closed
ACC_001264,CUST_03441,checking,EUR,1956.62,2025-06-13,active
ACC_001265,CUST_03210,savings,EUR,5200.3,2021-09-18,active
ACC_001266,CUST_04684,savings,USD,8324.72,2024-03-02,active
ACC_001267,CUST_03471,savings,GBP,10524.65,2022-10-05,active
ACC_001268,CUST_01347,checking,EUR,2915.59,2024-01-16,active
ACC_001269,CUST_00792,savings,EUR,7882.42,2025-03-29,closed
ACC_001270,CUST_00196,checking,EUR,3103.21,31-02-2020,active
ACC_001271,CUST_00883,checking,GBP,9131.48,2023-05-06,closed
ACC_001272,CUST_00445,checking,USD,10188.4,2024-12-12,active
ACC_001273,CUST_00597,checking,GBP,2331.22,2023-06-18,suspended
ACC_001274,CUST_03657,savings,GBP,6960.39,2024-07-02,active
ACC_001275,CUST_00273,checking,EUR,8339.86,2023-12-24,suspended
ACC_001276,CUST_00532,savings,GBP,4117.2,2022-10-13,closed
ACC_001277,CUST_00448,checking,USD,6643.14,2021-03-16,suspended
ACC_001278,CUST_03537,savings,GBP,$6800.05,2024-10-21,suspended
ACC_001279,CUST_00457,savings,EUR,11028.95,2025-03-25,closed
ACC_001280,CUST_03290,savings,USD,-913.01,2021-04-14,closed
ACC_001281,CUST_01909,savings,EUR,4832.26,2024-09-14,closed
ACC_001282,CUST_03802,checking,USD,1249.24,2021-05-03,suspended
ACC_001283,CUST_00829,checking,USD,5041.39,2024-05-14,suspended
ACC_001284,CUST_00212,checking,USD,2651.43,2021-12-07,closed
ACC_001285,CUST_04815,savings,GBP,4235.25,2023-02-15,active
ACC_001286,CUST_00100,savings,USD,2377.56,2024-05-18,active
ACC_001287,CUST_04695,savings,USD,5466.1,2025-02-22,suspended
ACC_001288,CUST_02099,checking,EUR,8221.68,2022-10-31,closed
ACC_001289,CUST_03642,savings,GBP,$3881.8,2024-05-01,active
ACC_001290,CUST_00361,savings,GBP,9291.87,2023-04-04,closed
ACC_001291,CUST_04788,checking,USD,8131.87,2026-02-11,suspended
ACC_001292,CUST_02930,checking,USD,11102.21,2022-11-25,suspended
ACC_001293,CUST_01192,savings,EUR,6234.07,2022-07-17,closed
ACC_001294,CUST_04942,checking,EUR,4815.07,2022-09-24,closed
ACC_001295,CUST_00066,savings,GBP,244.29,2023-10-07,active
ACC_001296,CUST_04154,savings,EUR,2654.94,2021-04-27,closed
ACC_001297,CUST_01600,savings,USD,4376.29,2023-05-29,active
ACC_001298,CUST_00560,checking,GBP,4731.48,2024-08-17,suspended
ACC_001299,CUST_03897,checking,USD,12046.17,2021-09-30,suspended
ACC_001300,CUST_02712,checking,USD,4379.07,2022-09-30,closed
ACC_001301,CUST_03429,checking,GBP,$-305.06,2021-07-26,active
ACC_001302,CUST_99999,savings,EUR,6993.71,2022-01-12,active
ACC_001303,CUST_00030,savings,USD,6819.49,2021-09-27,active
ACC_001304,CUST_03821,savings,GBP,3623.21,2022-01-09,closed
ACC_001305,CUST_02715,checking,GBP,11383.01,2021-08-21,closed
ACC_001306,CUST_01509,savings,EUR,-689.86,2024-12-10,active
ACC_001307,CUST_00604,checking,GBP,8748.37,2022-01-15,suspended
ACC_001308,CUST_00943,savings,EUR,4126.71,2021-12-23,closed
ACC_001309,CUST_01592,checking,GBP,2148.75,2025-10-21,active
ACC_001310,CUST_01631,savings,EUR,12201.19,2021-07-06,active
ACC_001311,CUST_01793,checking,USD,7210.09,2022-11-14,active
ACC_001312,CUST_02783,savings,GBP,4104.68,2021-12-26,active
ACC_001313,CUST_00176,savings,EUR,4043.71,2024-05-19,active
ACC_001314,CUST_00171,savings,EUR,5826.26,2022-06-08,suspended
ACC_001315,CUST_00909,checking,GBP,3614.11,2026-01-26,closed
ACC_001316,CUST_03737,savings,EUR,8898.83,2024-10-14,closed
ACC_001317,CUST_01403,checking,USD,5263.06,2023-04-20,active
ACC_001318,CUST_00970,savings,GBP,8052.69,2024-04-04,active
ACC_001319,CUST_01570,checking,USD,$5623.78,2024-04-19,closed
ACC_001320,CUST_02604,checking,USD,7609.5,2022-09-08,active
ACC_001321,CUST_00378,savings,USD,9036.53,2021-04-27,closed
ACC_001322,CUST_01217,checking,GBP,10042.79,2021-06-25,active
ACC_001323,CUST_02294,savings,USD,6472.84,2021-03-19,suspended
ACC_001324,CUST_04005,savings,USD,2400.36,2021-06-10,active
ACC_001325,CUST_03855,savings,GBP,4482.25,2022-06-14,suspended
ACC_001326,CUST_03179,checking,EUR,4921.59,2023-09-23,suspended
ACC_001327,CUST_03803,savings,EUR,3280.37,2024-07-17,suspended
ACC_001328,CUST_03062,checking,USD,2779.54,2021-10-17,closed
ACC_001329,CUST_03881,checking,USD,5523.5,2022-03-31,closed
ACC_001330,CUST_04783,savings,GBP,2050.08,2024-01-07,active
ACC_001331,CUST_01662,checking,GBP,1467.8,2023-07-04,closed
ACC_001332,CUST_01790,checking,EUR,-83.31,2025-10-29,closed
ACC_001333,CUST_04680,savings,EUR,6441.01,2025-05-22,closed
ACC_001334,CUST_04510,savings,GBP,6023.74,2023-05-24,active
ACC_001335,CUST_02417,checking,USD,4025.97,2024-09-15,closed
ACC_001336,CUST_01885,savings,EUR,7982.69,2022-06-02,suspended
ACC_001337,CUST_02755,checking,EUR,2003.57,2022-12-29,closed
ACC_001338,CUST_03543,checking,EUR,6142.62,2021-04-17,closed
ACC_001339,CUST_02597,checking,EUR,5162.49,2022-05-09,active
ACC_001340,CUST_01471,checking,GBP,2777.96,2025-11-18,closed
ACC_001341,CUST_00621,checking,GBP,3522.37,2022-02-11,closed
ACC_001342,CUST_04110,savings,EUR,3291.51,2023-04-19,active
ACC_001343,CUST_00806,savings,GBP,5758.26,2021-07-10,closed
ACC_001344,CUST_00313,savings,EUR,6780.29,2024-02-20,active
ACC_001345,CUST_02697,checking,EUR,3720.82,2026-02-04,suspended
ACC_001346,CUST_02248,savings,USD,2863.69,2022-12-22,suspended
ACC_001347,CUST_01129,checking,GBP,5411.67,2026-02-14,closed
ACC_001348,CUST_02308,checking,EUR,44.75,2023-08-19,closed
ACC_001349,CUST_04750,savings,EUR,5103.07,2022-01-28,suspended
ACC_001350,CUST_04199,savings,EUR,9685.33,2023-03-31,active
ACC_001351,CUST_01858,savings,EUR,2888.11,2021-03-21,active
ACC_001352,CUST_04225,checking,USD,4469.43,2022-04-25,closed
ACC_001353,CUST_02790,savings,EUR,8073.69,2024-07-30,active
ACC_001354,CUST_03512,checking,GBP,7264.02,2021-03-06,closed
ACC_001355,CUST_03686,savings,EUR,5185.52,2022-05-06,active
ACC_001356,CUST_04730,savings,EUR,4824.41,2021-04-19,suspended
ACC_001357,CUST_00079,checking,USD,$1293.33,2024-01-26,closed
ACC_001358,CUST_02783,savings,EUR,6473.46,2026-01-15,closed
ACC_001359,CUST_03304,checking,EUR,969.87,2021-12-07,suspended
ACC_001360,CUST_00190,savings,GBP,-1195.55,2022-04-30,active
ACC_001361,CUST_02705,checking,EUR,8024.31,2025-12-17,active
ACC_001362,CUST_03200,savings,USD,6160.96,2023-05-19,closed
ACC_001363,CUST_01542,checking,GBP,7639.21,2021-03-25,closed
ACC_001364,CUST_04665,checking,USD,2790.47,2024-09-25,closed
ACC_001365,CUST_00763,savings,GBP,6399.09,2022-11-18,suspended
ACC_001366,CUST_04529,savings,GBP,3682.8,2023-05-17,suspended
ACC_001367,CUST_04942,checking,GBP,4018.27,2023-05-13,active
ACC_001368,CUST_01630,savings,EUR,7921.26,2024-07-24,closed
ACC_001369,CUST_01686,savings,EUR,4550.63,2023-12-11,suspended
ACC_001370,CUST_04295,savings,EUR,2910.84,2021-11-20,active
ACC_001371,CUST_03019,savings,GBP,903.44,2021-07-02,closed
ACC_001372,CUST_03365,checking,GBP,6082.07,2025-11-26,active
ACC_001373,CUST_01057,checking,EUR,8178.43,2025-03-02,suspended
ACC_001374,CUST_00563,checking,GBP,2650.61,2022-12-07,active
ACC_001375,CUST_01684,checking,EUR,7066.94,31-02-2020,suspended
ACC_001376,CUST_03889,savings,USD,2171.66,2023-06-29,suspended
ACC_001377,CUST_02542,savings,USD,7247.91,2021-09-30,suspended
ACC_001378,CUST_03759,checking,GBP,$5098.74,2022-06-15,active
ACC_001379,CUST_01168,checking,GBP,5803.51,2025-08-07,closed
ACC_001380,CUST_04954,savings,USD,2907.77,2022-07-30,closed
ACC_001381,CUST_04663,checking,EUR,6072.65,2025-01-07,closed
ACC_001382,CUST_04719,savings,USD,3206.94,2023-01-05,active
ACC_001383,CUST_02358,checking,EUR,3758.98,2025-12-08,suspended
ACC_001384,CUST_02436,checking,USD,447.12,2025-03-12,active
ACC_001385,CUST_03400,savings,GBP,2683.54,2021-12-20,suspended
ACC_001386,CUST_03539,checking,EUR,3423.51,2022-01-22,suspended
ACC_001387,CUST_01502,savings,EUR,5938.43,2026-02-05,suspended
ACC_001388,CUST_00357,savings,GBP,6786.97,2021-06-15,closed
ACC_001389,CUST_04405,checking,USD,$3176.2,2022-10-19,active
ACC_001390,CUST_01779,checking,EUR,4506.67,2025-03-07,suspended
ACC_001391,CUST_00993,checking,GBP,10059.16,2023-09-10,active
ACC_001392,CUST_04132,checking,EUR,5393.33,2023-12-24,closed
ACC_001393,CUST_01350,checking,GBP,3389.32,2021-12-21,suspended
ACC_001394,CUST_00365,checking,GBP,-38.95,2024-12-13,active
ACC_001395,CUST_03783,checking,EUR,2438.23,2022-10-21,suspended
ACC_001396,CUST_03271,savings,EUR,2321.39,2023-05-25,active
ACC_001397,CUST_00087,checking,GBP,10933.62,2024-07-23,suspended
ACC_001398,CUST_01118,checking,USD,2454.63,2024-11-02,suspended
ACC_001399,CUST_03803,checking,EUR,5153.13,2022-05-06,active
ACC_001400,CUST_00676,savings,USD,6112.27,2025-02-08,closed
ACC_001401,CUST_01148,checking,EUR,8319.57,2021-05-08,active
ACC_001402,CUST_01397,savings,USD,5024.07,2025-01-23,active
ACC_001403,CUST_01451,checking,GBP,3469.06,2025-08-05,suspended
ACC_001404,CUST_03201,savings,GBP,3270.39,2022-06-07,unknown
ACC_001405,CUST_00091,checking,GBP,6069.14,2024-07-16,closed
ACC_001406,CUST_02933,savings,GBP,2946.98,2021-04-04,suspended
ACC_001407,CUST_99999,savings,EUR,1687.46,2022-06-25,suspended
ACC_001408,CUST_00391,savings,EUR,3468.49,2022-07-04,suspended
ACC_001409,CUST_02525,checking,GBP,1026.55,2025-08-09,suspended
ACC_001410,CUST_00038,savings,EUR,10551.85,2021-06-16,active
ACC_001411,CUST_02045,checking,GBP,6789.66,2025-07-08,active
ACC_001412,CUST_00748,savings,EUR,9862.53,2024-03-04,active
ACC_001413,CUST_00119,checking,GBP,6456.31,2021-05-20,suspended
ACC_001414,CUST_00517,savings,GBP,9573.78,2025-06-01,suspended
ACC_001415,CUST_01375,savings,GBP,6102.39,2024-02-10,closed
ACC_001416,CUST_04198,savings,EUR,$7178.54,2022-10-20,closed
ACC_001417,CUST_04604,savings,USD,-1401.16,2025-04-02,active
ACC_001418,CUST_04437,checking,EUR,$2257.01,2021-10-26,active
ACC_001419,CUST_01903,savings,GBP,5110.78,2021-12-12,closed
ACC_001420,CUST_02649,savings,GBP,5183.56,2024-02-20,closed
ACC_001421,CUST_02590,savings,EUR,4770.86,2024-05-11,active
ACC_001422,CUST_03758,savings,GBP,6358.99,2025-12-22,suspended
ACC_001423,CUST_02281,checking,GBP,6482.61,2021-10-07,active
ACC_001424,CUST_01790,checking,EUR,7595.35,2024-05-10,suspended
ACC_001425,CUST_04092,savings,USD,7006.98,2023-01-14,suspended
ACC_001426,CUST_04662,savings,EUR,8612.26,2024-01-15,active
ACC_001427,CUST_04914,checking,USD,8636.7,2022-11-03,suspended
ACC_001428,CUST_03183,savings,EUR,5523.99,2022-04-06,active
ACC_001429,CUST_02604,checking,GBP,11244.95,2023-01-05,closed
ACC_001430,CUST_99999,checking,EUR,9077.99,2021-05-14,suspended
ACC_001431,CUST_01904,savings,GBP,2579.15,2023-04-13,active
